id,exclude,type,query,text
3471041739,,50ft_interval,"Berkeley Street, Sidewalk with Pedestrians in Left Foreground","50 ft. Intervals, Berkeley Street, Sidewalk with Pedestrians in Left Foreground"
3471038495,,50ft_interval,"Berkeley Street, Sidewalk with Pedestrians, Brooks Brothers Store at Left","50 ft. Intervals, Berkeley Street, Sidewalk with Pedestrians, Brooks Brothers Store at Left"
3471846414,,50ft_interval,"Berkeley Street, Sidewalk with Pedestrians, Brooks Brothers Store at Left","50 ft. Intervals, Berkeley Street, Sidewalk with Pedestrians, Brooks Brothers Store at Left"
3471046945,,50ft_interval,"Berkeley Street, Sidewalk with Pedestrians, St. Clair's Retail Food Shop at Left","50 ft. Intervals, Berkeley Street, Sidewalk with Pedestrians, St. Clair's Retail Food Shop at Left"
3471856434,,50ft_interval,"Berkeley Street, Sidewalk with Pedestrians, Tid Bit Shop at Left","50 ft. Intervals, Berkeley Street, Sidewalk with Pedestrians, Tid Bit Shop at Left"
3471115595,,50ft_interval,"Boylston Street Between Exeter and Clarendon Streets, Looking Across Street to Trinity Church","50 ft. Intervals, Boylston Street Between Exeter and Clarendon Streets, Looking Across Street to Trinity Church"
3471118721,,50ft_interval,"Boylston Street Between Exeter and Clarendon Streets, Looking Across Traffic to Trinity Church, Northwest Side, 12:00 P.M. to 3:30 P.M.","50 ft. Intervals, Boylston Street Between Exeter and Clarendon Streets, Looking Across Traffic to Trinity Church, Northwest Side, 12:00 P.M. to 3:30 P.M."
3471067653,,50ft_interval,"Boylston Street, Boston Public Library at Right, 12:00 P.M. to 3:00 P.M.","50 ft. Intervals, Boylston Street, Boston Public Library at Right, 12:00 P.M. to 3:00 P.M."
3471074669,,50ft_interval,"Boylston Street, Boston Public Library at Right, Trinity Church and John Hancock Building in Background, 12:00 P.M. to 3:30 P.M.","50 ft. Intervals, Boylston Street, Boston Public Library at Right, Trinity Church and John Hancock Building in Background, 12:00 P.M. to 3:30 P.M."
3471071649,,50ft_interval,"Boylston Street, Boston Public Library at Right, Trinity Church in Background, 12:00 P.M. to 3:30 P.M.","50 ft. Intervals, Boylston Street, Boston Public Library at Right, Trinity Church in Background, 12:00 P.M. to 3:30 P.M."
3472044880,,50ft_interval,"Boylston Street, Facing East in Shadow, Sidewalk with Pedestrians, Arlington Street Church in Background","50 ft. Intervals, Boylston Street, Facing East in Shadow, Sidewalk with Pedestrians, Arlington Street Church in Background"
3489027663,,50ft_interval,"Boylston Street, Facing East to Corner of Arlington and Boylston Streets, Public Garden and Commons in Background","50 ft. Intervals, Boylston Street, Facing East to Corner of Arlington and Boylston Streets, Public Garden and Commons in Background"
3489741706,,50ft_interval,"Boylston Street, Facing East to Public Garden and Commons, Arlington Street Church at Right, 12:00 P.M. to 2:30 P.M.","50 ft. Intervals, Boylston Street, Facing East to Public Garden and Commons, Arlington Street Church at Right, 12:00 P.M. to 2:30 P.M."
3489836830,,50ft_interval,"Boylston Street, Facing East to Public Garden and Commons, Arlington Street Church at Right, 12:00 P.M. to 2:30 P.M.","50 ft. Intervals, Boylston Street, Facing East to Public Garden and Commons, Arlington Street Church at Right, 12:00 P.M. to 2:30 P.M."
3471273559,,50ft_interval,"Boylston Street, Facing East towards Corner of Boylston and Berkeley Streets, Sidewalk with Pedestrians, Arlington Street Church in Background","50 ft. Intervals, Boylston Street, Facing East towards Corner of Boylston and Berkeley Streets, Sidewalk with Pedestrians, Arlington Street Church in Background"
3471277043,,50ft_interval,"Boylston Street, Facing East, Corner of Boylston and Berkeley Streets, Arlington Street Church in Background","50 ft. Intervals, Boylston Street, Facing East, Corner of Boylston and Berkeley Streets, Arlington Street Church in Background"
3489711558,,50ft_interval,"Boylston Street, Facing East, Corner of Boylston and Berkeley Streets, Arlington Street Church in Background","50 ft. Intervals, Boylston Street, Facing East, Corner of Boylston and Berkeley Streets, Arlington Street Church in Background"
3488913381,,50ft_interval,"Boylston Street, Facing East, Shelter Sign in Foreground, 12:00 P.M. to 2:30 P.M.","50 ft. Intervals, Boylston Street, Facing East, Shelter Sign in Foreground, 12:00 P.M. to 2:30 P.M."
3471225609,,50ft_interval,"Boylston Street, Facing East, Sidewalk with Pedestrians","50 ft. Intervals, Boylston Street, Facing East, Sidewalk with Pedestrians"
3472041986,,50ft_interval,"Boylston Street, Facing East, Sidewalk with Pedestrians","50 ft. Intervals, Boylston Street, Facing East, Sidewalk with Pedestrians"
3471269139,,50ft_interval,"Boylston Street, Facing East, Sidewalk with Pedestrians, Arlington Street Church in Background","50 ft. Intervals, Boylston Street, Facing East, Sidewalk with Pedestrians, Arlington Street Church in Background"
3472049850,,50ft_interval,"Boylston Street, Facing East, Sidewalk with Pedestrians, Arlington Street Church in Background","50 ft. Intervals, Boylston Street, Facing East, Sidewalk with Pedestrians, Arlington Street Church in Background"
3472053344,,50ft_interval,"Boylston Street, Facing East, Sidewalk with Pedestrians, Row of Parked Cars, Arlington Street Church in Background","50 ft. Intervals, Boylston Street, Facing East, Sidewalk with Pedestrians, Row of Parked Cars, Arlington Street Church in Background"
3472055964,,50ft_interval,"Boylston Street, Facing East, Sidewalk with Pedestrians, Row of Parked Cars, Arlington Street Church in Background","50 ft. Intervals, Boylston Street, Facing East, Sidewalk with Pedestrians, Row of Parked Cars, Arlington Street Church in Background"
3471265923,,50ft_interval,"Boylston Street, Facing East, Sidewalk with Pedestrians, Woman with Suitcase in Foreground, Arlington Street Church in Background","50 ft. Intervals, Boylston Street, Facing East, Sidewalk with Pedestrians, Woman with Suitcase in Foreground, Arlington Street Church in Background"
3471193999,,50ft_interval,"Boylston Street, Facing West, Sidewalk with Pedestrians","50 ft. Intervals, Boylston Street, Facing West, Sidewalk with Pedestrians"
3472002820,,50ft_interval,"Boylston Street, Facing West, Sidewalk with Pedestrians","50 ft. Intervals, Boylston Street, Facing West, Sidewalk with Pedestrians"
3472009786,,50ft_interval,"Boylston Street, Facing West, Sidewalk with Pedestrians","50 ft. Intervals, Boylston Street, Facing West, Sidewalk with Pedestrians"
3471215489,,50ft_interval,"Boylston Street, Facing West, Sidewalk with Pedestrians, Howard Johnson's, Boston Public Library and Old South Church in Background","50 ft. Intervals, Boylston Street, Facing West, Sidewalk with Pedestrians, Howard Johnson's, Boston Public Library and Old South Church in Background"
3471202045,,50ft_interval,"Boylston Street, Facing West, Sidewalk with Pedestrians, Old South Church in Background","50 ft. Intervals, Boylston Street, Facing West, Sidewalk with Pedestrians, Old South Church in Background"
3472016632,,50ft_interval,"Boylston Street, Facing West, Sidewalk with Pedestrians, Old South Church in Background","50 ft. Intervals, Boylston Street, Facing West, Sidewalk with Pedestrians, Old South Church in Background"
3471222049,,50ft_interval,"Boylston Street, Facing West, Sidewalk with Pedestrians, The Brunswick (restaurant) at right, Old South Church in Background","50 ft. Intervals, Boylston Street, Facing West, Sidewalk with Pedestrians, The Brunswick (restaurant) at right, Old South Church in Background"
3472023312,,50ft_interval,"Boylston Street, Facing West, Sidewalk with Pedestrians, The Brunswick (restaurant), Old South Church in Background","50 ft. Intervals, Boylston Street, Facing West, Sidewalk with Pedestrians, The Brunswick (restaurant), Old South Church in Background"
3471917284,,50ft_interval,"Boylston Street, Looking Across Traffic to Trinity Church, 12:00 P.M. to 3:30 P.M.","50 ft. Intervals, Boylston Street, Looking Across Traffic to Trinity Church, 12:00 P.M. to 3:30 P.M."
3471936678,,50ft_interval,"Boylston Street, Looking Across Traffic to Trinity Church, Northwest Side, 12:00 P.M. to 3:30 P.M.","50 ft. Intervals, Boylston Street, Looking Across Traffic to Trinity Church, Northwest Side, 12:00 P.M. to 3:30 P.M."
3471100631,,50ft_interval,"Boylston Street, Looking Across Traffic towards Trinity Church","50 ft. Intervals, Boylston Street, Looking Across Traffic towards Trinity Church"
3471093613,,50ft_interval,"Boylston Street, Looking Through Traffic at Trinity Church with John Hancock Building in Background","50 ft. Intervals, Boylston Street, Looking Through Traffic at Trinity Church with John Hancock Building in Background"
3471128267,,50ft_interval,"Boylston Street, North Side of Trinity Church in Shadow, 12:00 P.M. to 3:30 P.M.","50 ft. Intervals, Boylston Street, North Side of Trinity Church in Shadow, 12:00 P.M. to 3:30 P.M."
3488909311,,50ft_interval,"Boylston Street, Sidewalk Sweeper at Right, 12:00 P.M. to 2:30 P.M.","50 ft. Intervals, Boylston Street, Sidewalk Sweeper at Right, 12:00 P.M. to 2:30 P.M."
3471064859,,50ft_interval,"Boylston Street, Sidewalk with Pedestrians, Boston Public Library at Right, 12:00 P.M. to 3:00 P.M.","50 ft. Intervals, Boylston Street, Sidewalk with Pedestrians, Boston Public Library at Right, 12:00 P.M. to 3:00 P.M."
3488918845,,50ft_interval,"Boylston Street, Sidewalk with Pedestrians, Facing East to Public Garden and Commons, 12:00 P.M. to 2:30 P.M.","50 ft. Intervals, Boylston Street, Sidewalk with Pedestrians, Facing East to Public Garden and Commons, 12:00 P.M. to 2:30 P.M."
3489737562,,50ft_interval,"Boylston Street, Sidewalk with Pedestrians, Facing East to Public Garden and Commons, 12:00 P.M. to 2:30 P.M.","50 ft. Intervals, Boylston Street, Sidewalk with Pedestrians, Facing East to Public Garden and Commons, 12:00 P.M. to 2:30 P.M."
3489717960,,50ft_interval,"Boylston Street, Sidewalk with Pedestrians, Otis Clapp & Son (pharmacy), 12:00 P.M. to 2:30 P.M.","50 ft. Intervals, Boylston Street, Sidewalk with Pedestrians, Otis Clapp & Son (pharmacy), 12:00 P.M. to 2:30 P.M."
3471872686,,50ft_interval,"Boylston Street, Sidewalk with Pedestrians, Taxicab at Right, 12:00 P.M. to 3:00 P.M.","50 ft. Intervals, Boylston Street, Sidewalk with Pedestrians, Taxicab at Right, 12:00 P.M. to 3:00 P.M."
3489721614,,50ft_interval,"Boylston Street, Sidewalk with Pedestrians, Warren Chambers Sign, 12:00 P.M. to 2:30 P.M.","50 ft. Intervals, Boylston Street, Sidewalk with Pedestrians, Warren Chambers Sign, 12:00 P.M. to 2:30 P.M."
3489852120,,50ft_interval,"Boylston Street, Subway Entrance at Corner of Arlington and Boylston Streets","50 ft. Intervals, Boylston Street, Subway Entrance at Corner of Arlington and Boylston Streets"
3471889582,,50ft_interval,"Boylston Street, Trinity Church with John Hancock Building in Background, 12:00 P.M. to 3:30 P.M.","50 ft. Intervals, Boylston Street, Trinity Church with John Hancock Building in Background, 12:00 P.M. to 3:30 P.M."
3489154353,,50ft_interval,"Clarendon Street, Facing North to Corner of Clarendon and Stuart Streets, Trinity Church in Middle Ground, 11:45 A.M. to 1:00 P.M.","50 ft. Intervals, Clarendon Street, Facing North to Corner of Clarendon and Stuart Streets, Trinity Church in Middle Ground, 11:45 A.M. to 1:00 P.M."
3489158593,,50ft_interval,"Clarendon Street, Facing North, Corner of Clarendon and Stuart Streets, Trinity Church in Middle Ground, 11:45 A.M. to 1:00 P.M.","50 ft. Intervals, Clarendon Street, Facing North, Corner of Clarendon and Stuart Streets, Trinity Church in Middle Ground, 11:45 A.M. to 1:00 P.M."
3489977028,,50ft_interval,"Clarendon Street, Facing North, Trinity Church at Left, 11:45 A.M. to 1:00 P.M.","50 ft. Intervals, Clarendon Street, Facing North, Trinity Church at Left, 11:45 A.M. to 1:00 P.M."
3489979666,,50ft_interval,"Clarendon Street, Facing North, Trinity Church, 11:45 A.M. to 1:00 P.M.","50 ft. Intervals, Clarendon Street, Facing North, Trinity Church, 11:45 A.M. to 1:00 P.M."
3489167413,,50ft_interval,"Clarendon Street, Facing North, Trinity Church, Southeast Side, 11:45 A.M. to 1:00 P.M.","50 ft. Intervals, Clarendon Street, Facing North, Trinity Church, Southeast Side, 11:45 A.M. to 1:00 P.M."
3489169873,,50ft_interval,"Clarendon Street, Facing North, Trinity Church, Southeast Side, Parking Lot, 11:45 A.M. to 1:00 P.M.","50 ft. Intervals, Clarendon Street, Facing North, Trinity Church, Southeast Side, Parking Lot, 11:45 A.M. to 1:00 P.M."
3489962574,,50ft_interval,"Clarendon Street, in Shadow Facing North, Trinity Church in Background,11:45 A.M. to 1:00 P.M.","50 ft. Intervals, Clarendon Street, in Shadow Facing North, Trinity Church in Background,11:45 A.M. to 1:00 P.M."
3489965870,,50ft_interval,"Clarendon Street, in Shadow Facing North, Trinity Church in Middle Ground, First Baptist Church of Boston in Background, 11:45 A.M. to 1:00 P.M.","50 ft. Intervals, Clarendon Street, in Shadow Facing North, Trinity Church in Middle Ground, First Baptist Church of Boston in Background, 11:45 A.M. to 1:00 P.M."
3489145191,,50ft_interval,"Clarendon Street, in Shadow, Facing North, 11:45 A.M. to 1:00 P.M.","50 ft. Intervals, Clarendon Street, in Shadow, Facing North, 11:45 A.M. to 1:00 P.M."
3471097209,,50ft_interval,"Corner of Boylston and Dartmouth Streets, Looking Across Street to Trinity Church and Copley Square","50 ft. Intervals, Corner of Boylston and Dartmouth Streets, Looking Across Street to Trinity Church and Copley Square"
3489126191,,50ft_interval,"Corner of Boylston and Dartmouth Streets, Looking Across Street to Trinity Church and Copley Square","50 ft. Intervals, Corner of Boylston and Dartmouth Streets, Looking Across Street to Trinity Church and Copley Square"
3364822679,,50ft_interval,"Corner of Dartmouth and Boylston Streets, Boston Public Library, 9:00 A.M.","50 ft. Intervals, Corner of Dartmouth and Boylston Streets, Boston Public Library, 9:00 A.M."
3364822797,,50ft_interval,"Corner of Dartmouth and Boylston Streets, Boston Public Library, Subway Stop at Right, 9:05 A.M.","50 ft. Intervals, Corner of Dartmouth and Boylston Streets, Boston Public Library, Subway Stop at Right, 9:05 A.M."
3364823355,,50ft_interval,"Corner of Dartmouth and Newbury Streets, Bryant & Stratton School, 9:45 A.M.","50 ft. Intervals, Corner of Dartmouth and Newbury Streets, Bryant & Stratton School, 9:45 A.M."
3364974079,,50ft_interval,"Corner of Huntington Avenue and Blagden Street, Facing Trinity Church and Copley Square, Series in Snow","50 ft. Intervals, Corner of Huntington Avenue and Blagden Street, Facing Trinity Church and Copley Square, Series in Snow"
3365760346,,50ft_interval,"Corner of Huntington Avenue and Blagden Street, in Shadow, Facing Trinity Church and Copley Square, Series on a Sunny Day, 1:00 P.M. to 2:30 P.M.","50 ft. Intervals, Corner of Huntington Avenue and Blagden Street, in Shadow, Facing Trinity Church and Copley Square, Series on a Sunny Day, 1:00 P.M. to 2:30 P.M."
3365014021,,50ft_interval,"Corner of Huntington Avenue and Blagden Street, Trinity Church and Copley Square, Series in Snow","50 ft. Intervals, Corner of Huntington Avenue and Blagden Street, Trinity Church and Copley Square, Series in Snow"
3365796944,,50ft_interval,"Corner of Huntington Avenue and Blagden Street, Trinity Church and Copley Square, Series in Snow","50 ft. Intervals, Corner of Huntington Avenue and Blagden Street, Trinity Church and Copley Square, Series in Snow"
3365797132,,50ft_interval,"Corner of Huntington Avenue and Blagden Street, Trinity Church and Copley Square, Series in Snow","50 ft. Intervals, Corner of Huntington Avenue and Blagden Street, Trinity Church and Copley Square, Series in Snow"
3364938311,,50ft_interval,"Corner of Huntington Avenue and Blagden Street, Trinity Church and Copley Square, Series on a Sunny Day","50 ft. Intervals, Corner of Huntington Avenue and Blagden Street, Trinity Church and Copley Square, Series on a Sunny Day"
3365761512,,50ft_interval,"Corner of Huntington Avenue and Exeter Street, Facing Northeast, Series in Snow","50 ft. Intervals, Corner of Huntington Avenue and Exeter Street, Facing Northeast, Series in Snow"
3364865645,,50ft_interval,"Corner of Huntington Avenue and Exeter Street, Facing Northeast, Series on a Sunny Day, 1:00 P.M. to 2:30 P.M.","50 ft. Intervals, Corner of Huntington Avenue and Exeter Street, Facing Northeast, Series on a Sunny Day, 1:00 P.M. to 2:30 P.M."
3364865811,,50ft_interval,"Corner of Huntington Avenue and Exeter Street, Facing Northeast, Series on a Sunny Day, 1:00 P.M. to 2:30 P.M.","50 ft. Intervals, Corner of Huntington Avenue and Exeter Street, Facing Northeast, Series on a Sunny Day, 1:00 P.M. to 2:30 P.M."
3364822959,,50ft_interval,"Dartmouth Street, Boston Public Library and Old South Church, 9:15 A.M.","50 ft. Intervals, Dartmouth Street, Boston Public Library and Old South Church, 9:15 A.M."
3489172291,,50ft_interval,"Dartmouth Street, Boston Public Library Old South Church in Background, 10:30 to 11:00 A.M.","50 ft. Intervals, Dartmouth Street, Boston Public Library Old South Church in Background, 10:30 to 11:00 A.M."
3489174675,,50ft_interval,"Dartmouth Street, Boston Public Library Old South Church in Background, 10:30 to 11:00 A.M.","50 ft. Intervals, Dartmouth Street, Boston Public Library Old South Church in Background, 10:30 to 11:00 A.M."
3364848803,,50ft_interval,"Dartmouth Street, Brick Sidewalk and Parked Cars, 10:00 A.M.","50 ft. Intervals, Dartmouth Street, Brick Sidewalk and Parked Cars, 10:00 A.M."
3364822047,,50ft_interval,"Dartmouth Street, Facing Corner of Dartmouth and Newbury Streets, Bryant & Stratton School, 9:50 A.M.","50 ft. Intervals, Dartmouth Street, Facing Corner of Dartmouth and Newbury Streets, Bryant & Stratton School, 9:50 A.M."
3365671948,,50ft_interval,"Dartmouth Street, Facing South, Sidewalk view with Old South Church in Background","50 ft. Intervals, Dartmouth Street, Facing South, Sidewalk view with Old South Church in Background"
3365644288,,50ft_interval,"Dartmouth Street, Old South Church, Northeast Side, Boston Public Library in Background, 9:25 A.M.","50 ft. Intervals, Dartmouth Street, Old South Church, Northeast Side, Boston Public Library in Background, 9:25 A.M."
3364823237,,50ft_interval,"Dartmouth Street, Old South Church, Northeast Side, Boston Public Library in Background, 9:35 A.M.","50 ft. Intervals, Dartmouth Street, Old South Church, Northeast Side, Boston Public Library in Background, 9:35 A.M."
3364822163,,50ft_interval,"Dartmouth Street, Parked Cars, 10:30 to 11:00 A.M.","50 ft. Intervals, Dartmouth Street, Parked Cars, 10:30 to 11:00 A.M."
3365643592,,50ft_interval,"Dartmouth Street, S.S. Pierce Co. Grocers, Man at Car Door in Foreground, 10:30 to 11:00 A.M.","50 ft. Intervals, Dartmouth Street, S.S. Pierce Co. Grocers, Man at Car Door in Foreground, 10:30 to 11:00 A.M."
3365670404,,50ft_interval,"Dartmouth Street, Sidewalk view with Old South Church in Background, 9:55 A.M.","50 ft. Intervals, Dartmouth Street, Sidewalk view with Old South Church in Background, 9:55 A.M."
3364822543,,50ft_interval,"Dartmouth Street, Taxi Stand in front of Sheraton Plaza, 10:30 to 11:00 A.M.","50 ft. Intervals, Dartmouth Street, Taxi Stand in front of Sheraton Plaza, 10:30 to 11:00 A.M."
3365761694,,50ft_interval,"Huntington Avenue, Facing Northeast, Copley Hotel, Series in Snow","50 ft. Intervals, Huntington Avenue, Facing Northeast, Copley Hotel, Series in Snow"
3364866027,,50ft_interval,"Huntington Avenue, Facing Northeast, Copley Hotel, Series on a Sunny Day, 1:00 P.M. to 2:30 P.M.","50 ft. Intervals, Huntington Avenue, Facing Northeast, Copley Hotel, Series on a Sunny Day, 1:00 P.M. to 2:30 P.M."
3365761174,,50ft_interval,"Huntington Avenue, Facing Northeast, John Hancock Building in Background, Series in Snow, 1:00 P.M. to 2:30 P.M.","50 ft. Intervals, Huntington Avenue, Facing Northeast, John Hancock Building in Background, Series in Snow, 1:00 P.M. to 2:30 P.M."
3365671348,,50ft_interval,"Huntington Avenue, Facing Northeast, John Hancock Building in Background, Series on a Sunny Day, 1:00 P.M. to 2:30 P.M.","50 ft. Intervals, Huntington Avenue, Facing Northeast, John Hancock Building in Background, Series on a Sunny Day, 1:00 P.M. to 2:30 P.M."
3365671510,,50ft_interval,"Huntington Avenue, Facing Northeast, John Hancock Building in Background, Series on a Sunny Day, 1:00 P.M. to 2:30 P.M.","50 ft. Intervals, Huntington Avenue, Facing Northeast, John Hancock Building in Background, Series on a Sunny Day, 1:00 P.M. to 2:30 P.M."
3365795426,,50ft_interval,"Huntington Avenue, Facing Northeast, Storyville Bar, Trinity Church in Background, Series in Snow","50 ft. Intervals, Huntington Avenue, Facing Northeast, Storyville Bar, Trinity Church in Background, Series in Snow"
3364866181,,50ft_interval,"Huntington Avenue, Facing Northeast, Storyville Bar, Trinity Church in Background, Series on a Sunny Day, 1:00 P.M. to 2:30 P.M.","50 ft. Intervals, Huntington Avenue, Facing Northeast, Storyville Bar, Trinity Church in Background, Series on a Sunny Day, 1:00 P.M. to 2:30 P.M."
3365795886,,50ft_interval,"Huntington Avenue, Facing Trinity Church and Copley Square, Nettle Equipment Co. at Left, Series in Snow","50 ft. Intervals, Huntington Avenue, Facing Trinity Church and Copley Square, Nettle Equipment Co. at Left, Series in Snow"
3365688766,,50ft_interval,"Huntington Avenue, Facing Trinity Church and Copley Square, Nettle Equipment Co. at Left, Series on a Sunny Day, 1:00 P.M. to 2:30 P.M.","50 ft. Intervals, Huntington Avenue, Facing Trinity Church and Copley Square, Nettle Equipment Co. at Left, Series on a Sunny Day, 1:00 P.M. to 2:30 P.M."
3364973271,,50ft_interval,"Huntington Avenue, Facing Trinity Church and Copley Square, Series in Snow","50 ft. Intervals, Huntington Avenue, Facing Trinity Church and Copley Square, Series in Snow"
3364973441,,50ft_interval,"Huntington Avenue, Facing Trinity Church and Copley Square, Series in Snow","50 ft. Intervals, Huntington Avenue, Facing Trinity Church and Copley Square, Series in Snow"
3364973751,,50ft_interval,"Huntington Avenue, Facing Trinity Church and Copley Square, Series in Snow","50 ft. Intervals, Huntington Avenue, Facing Trinity Church and Copley Square, Series in Snow"
3364866469,,50ft_interval,"Huntington Avenue, Facing Trinity Church and Copley Square, Series on a Sunny Day, 1:00 P.M. to 2:30 P.M.","50 ft. Intervals, Huntington Avenue, Facing Trinity Church and Copley Square, Series on a Sunny Day, 1:00 P.M. to 2:30 P.M."
3365688500,,50ft_interval,"Huntington Avenue, Facing Trinity Church and Copley Square, Series on a Sunny Day, 1:00 P.M. to 2:30 P.M.","50 ft. Intervals, Huntington Avenue, Facing Trinity Church and Copley Square, Series on a Sunny Day, 1:00 P.M. to 2:30 P.M."
3365688878,,50ft_interval,"Huntington Avenue, Facing Trinity Church and Copley Square, Series on a Sunny Day, 1:00 P.M. to 2:30 P.M., Right Side of Street in Shadow","50 ft. Intervals, Huntington Avenue, Facing Trinity Church and Copley Square, Series on a Sunny Day, 1:00 P.M. to 2:30 P.M., Right Side of Street in Shadow"
3365796750,,50ft_interval,"Huntington Avenue, Trinity Church, Empty Police Box at Right, Series in Snow","50 ft. Intervals, Huntington Avenue, Trinity Church, Empty Police Box at Right, Series in Snow"
3365014157,,50ft_interval,"Huntington Avenue, Trinity Church, John Hancock Building on Right, Series in Snow","50 ft. Intervals, Huntington Avenue, Trinity Church, John Hancock Building on Right, Series in Snow"
