id,exclude,type,query,text,query_result,heading,format0,lat0,lng0,format1,lat1,lng1,format2,lat2,lng2,format3,lat3,lng3,format4,lat4,lng4
3468762299,,50ft_interval,"Back Alley, Berkeley to Arlington Streets, Facing Public Garden Through Traffic, 11:00 AM.-1:00 P.M.","50 ft. Intervals, Back Alley, Berkeley to Arlington Streets, Facing Public Garden Through Traffic, 11:00 AM.-1:00 P.M.",0,,,,,,,,,,,,,,,,
3468768957,,50ft_interval,"Back Alley, Berkeley to Arlington Streets, Facing Public Garden, Parked Cars at Right, 11:00 A.M.-1:00 P.M.","50 ft. Intervals, Back Alley, Berkeley to Arlington Streets, Facing Public Garden, Parked Cars at Right, 11:00 A.M.-1:00 P.M.",0,,,,,,,,,,,,,,,,
3468765211,,50ft_interval,"Back Alley, Berkeley to Arlington Streets, Facing Public Gardens, Pedestrians, 11:00 A.M.-1:00 P.M.","50 ft. Intervals, Back Alley, Berkeley to Arlington Streets, Facing Public Gardens, Pedestrians, 11:00 A.M.-1:00 P.M.",0,,,,,,,,,,,,,,,,
3469600046,,50ft_interval,"Back Alley, Berkeley to Arlington Streets, in Shadow, 11:00 A.M. to 1:00 P.M.","50 ft. Intervals, Back Alley, Berkeley to Arlington Streets, in Shadow, 11:00 A.M. to 1:00 P.M.",0,,,,,,,,,,,,,,,,
3469603964,,50ft_interval,"Back Alley, Berkeley to Arlington Streets, in Shadow, Man at Middle Distance, 11:00 A.M. to 1:00 P.M.","50 ft. intervals, Back Alley, Berkeley to Arlington Streets, in Shadow, Man at Middle Distance, 11:00 A.M. to 1:00 P.M.",0,,,,,,,,,,,,,,,,
3469613136,,50ft_interval,"Back Alley, Berkeley to Arlington Streets, in Shadow, Refuse and Boxes at Right, 11:00 A.M. to 1:00 P.M.","50 ft. Intervals, Back Alley, Berkeley to Arlington Streets, in Shadow, Refuse and Boxes at Right, 11:00 A.M. to 1:00 P.M.",0,,,,,,,,,,,,,,,,
3469597076,,50ft_interval,"Back Alley, Berkeley to Arlington Streets, in Shadow, Trash at Left, 11:00 A.M. to 1:00 P.M.","50 ft. intervals, Back Alley, Berkeley to Arlington Streets, in Shadow, Trash at Left, 11:00 A.M. to 1:00 P.M.",0,,,,,,,,,,,,,,,,
3468796677,,50ft_interval,"Back Alley, Berkeley to Arlington Streets, in Shadow, Two Men in Background, 11:00 A.M. to 1:00 P.M.","50 ft. Intervals, Back Alley, Berkeley to Arlington Streets, in Shadow, Two Men in Background, 11:00 A.M. to 1:00 P.M.",0,,,,,,,,,,,,,,,,
3469593192,,50ft_interval,"Back Alley, Berkeley to Arlington Streets, in Shadow,11:00 A.M. to 1:00 P.M.","50 ft. Intervals, Back Alley, Berkeley to Arlington Streets, in Shadow,11:00 A.M. to 1:00 P.M.",0,,,,,,,,,,,,,,,,
3471007009,,50ft_interval,"Back Alley, Berkeley to Arlington Streets, Looking Towards Public Garden, With Refuse and Boxes, 11:00 A.M. to 1:00 P.M.","50 ft. Intervals, Back Alley, Berkeley to Arlington Streets, Looking Towards Public Garden, With Refuse and Boxes, 11:00 A.M. to 1:00 P.M.",0,,,,,,,,,,,,,,,,
3468772193,,50ft_interval,"Back Alley, Berkeley to Arlington Streets, Melting Snow and Parked Cars, Facing Public Garden, 11:00 A.M. to 1:00 P.M.","50 ft. Intervals, Back Alley, Berkeley to Arlington Streets, Melting Snow and Parked Cars, Facing Public Garden, 11:00 A.M. to 1:00 P.M.",0,,,,,,,,,,,,,,,,
3469589730,,50ft_interval,"Back Alley, Berkeley to Arlington Streets, Melting Snow and Trash","50 ft. Intervals, Back Alley, Berkeley to Arlington Streets, Melting Snow and Trash",0,,,,,,,,,,,,,,,,
3471862584,,50ft_interval,Corner of Berkeley and Boylston Streets,"50 ft. Intervals, Berkeley Street, Corner of Berkeley and Boylston Streets, MTA Entrance at Left",1,,"Berkeley St & Boylston St, Boston, MA 02116, USA",42.3512376,-71.073068,,,,,,,,,,,,
3471865778,,50ft_interval,Corner of Berkeley and Boylston Streets,"50 ft. Intervals, Berkeley Street, Corner of Boylston and Berkeley Streets",1,,"Berkeley St & Boylston St, Boston, MA 02116, USA",42.3512376,-71.073068,,,,,,,,,,,,
3471041739,,50ft_interval,"Berkeley Street, Sidewalk with Pedestrians in Left Foreground","50 ft. Intervals, Berkeley Street, Sidewalk with Pedestrians in Left Foreground",0,,,,,,,,,,,,,,,,
3471038495,,50ft_interval,"Berkeley Street, Sidewalk with Pedestrians, Brooks Brothers Store at Left","50 ft. Intervals, Berkeley Street, Sidewalk with Pedestrians, Brooks Brothers Store at Left",0,,,,,,,,,,,,,,,,
3471846414,,50ft_interval,"Berkeley Street, Sidewalk with Pedestrians, Brooks Brothers Store at Left","50 ft. Intervals, Berkeley Street, Sidewalk with Pedestrians, Brooks Brothers Store at Left",0,,,,,,,,,,,,,,,,
3471046945,,50ft_interval,"Berkeley Street, Sidewalk with Pedestrians, St. Clair's Retail Food Shop at Left","50 ft. Intervals, Berkeley Street, Sidewalk with Pedestrians, St. Clair's Retail Food Shop at Left",0,,,,,,,,,,,,,,,,
3471856434,,50ft_interval,"Berkeley Street, Sidewalk with Pedestrians, Tid Bit Shop at Left","50 ft. Intervals, Berkeley Street, Sidewalk with Pedestrians, Tid Bit Shop at Left",0,,,,,,,,,,,,,,,,
3471115595,,50ft_interval,"Boylston Street Between Exeter and Clarendon Streets, Looking Across Street to Trinity Church","50 ft. Intervals, Boylston Street Between Exeter and Clarendon Streets, Looking Across Street to Trinity Church",1,,"206 Clarendon St, Boston, MA 02116, USA",42.3499893,-71.0754961,,,,,,,,,,,,
3471118721,,50ft_interval,"Boylston Street Between Exeter and Clarendon Streets, Looking Across Traffic to Trinity Church, Northwest Side, 12:00 P.M. to 3:30 P.M.","50 ft. Intervals, Boylston Street Between Exeter and Clarendon Streets, Looking Across Traffic to Trinity Church, Northwest Side, 12:00 P.M. to 3:30 P.M.",0,,,,,,,,,,,,,,,,
3471067653,,50ft_interval,"Boylston Street, Boston Public Library at Right, 12:00 P.M. to 3:00 P.M.","50 ft. Intervals, Boylston Street, Boston Public Library at Right, 12:00 P.M. to 3:00 P.M.",1,,"700 Boylston St, Boston, MA 02116, USA",42.3494163,-71.0788284,,,,,,,,,,,,
3471074669,,50ft_interval,"Boylston Street, Boston Public Library at Right, Trinity Church and John Hancock Building in Background, 12:00 P.M. to 3:30 P.M.","50 ft. Intervals, Boylston Street, Boston Public Library at Right, Trinity Church and John Hancock Building in Background, 12:00 P.M. to 3:30 P.M.",0,,,,,,,,,,,,,,,,
3471071649,,50ft_interval,"Boylston Street, Boston Public Library at Right, Trinity Church in Background, 12:00 P.M. to 3:30 P.M.","50 ft. Intervals, Boylston Street, Boston Public Library at Right, Trinity Church in Background, 12:00 P.M. to 3:30 P.M.",0,,,,,,,,,,,,,,,,
3472044880,,50ft_interval,"Boylston Street, Facing East in Shadow, Sidewalk with Pedestrians, Arlington Street Church in Background","50 ft. Intervals, Boylston Street, Facing East in Shadow, Sidewalk with Pedestrians, Arlington Street Church in Background",1,,"351 Boylston St, Boston, MA 02116, USA",42.3520452,-71.0711798,,,,,,,,,,,,
3489027663,,50ft_interval,"Boylston Street, Facing East to Corner of Arlington and Boylston Streets, Public Garden and Commons in Background","50 ft. Intervals, Boylston Street, Facing East to Corner of Arlington and Boylston Streets, Public Garden and Commons in Background",0,,,,,,,,,,,,,,,,
3489741706,,50ft_interval,"Boylston Street, Facing East to Public Garden and Commons, Arlington Street Church at Right, 12:00 P.M. to 2:30 P.M.","50 ft. Intervals, Boylston Street, Facing East to Public Garden and Commons, Arlington Street Church at Right, 12:00 P.M. to 2:30 P.M.",0,,,,,,,,,,,,,,,,
3489836830,,50ft_interval,"Boylston Street, Facing East to Public Garden and Commons, Arlington Street Church at Right, 12:00 P.M. to 2:30 P.M.","50 ft. Intervals, Boylston Street, Facing East to Public Garden and Commons, Arlington Street Church at Right, 12:00 P.M. to 2:30 P.M.",0,,,,,,,,,,,,,,,,
3471273559,,50ft_interval,"Boylston Street, Facing East towards Corner of Boylston and Berkeley Streets, Sidewalk with Pedestrians, Arlington Street Church in Background","50 ft. Intervals, Boylston Street, Facing East towards Corner of Boylston and Berkeley Streets, Sidewalk with Pedestrians, Arlington Street Church in Background",1,,"351 Boylston St, Boston, MA 02116, USA",42.3520452,-71.0711798,,,,,,,,,,,,
3471277043,,50ft_interval,"Boylston Street, Facing East, Corner of Boylston and Berkeley Streets, Arlington Street Church in Background","50 ft. Intervals, Boylston Street, Facing East, Corner of Boylston and Berkeley Streets, Arlington Street Church in Background",1,,"351 Boylston St, Boston, MA 02116, USA",42.3520452,-71.0711798,,,,,,,,,,,,
3489711558,,50ft_interval,"Boylston Street, Facing East, Corner of Boylston and Berkeley Streets, Arlington Street Church in Background","50 ft. Intervals, Boylston Street, Facing East, Corner of Boylston and Berkeley Streets, Arlington Street Church in Background",1,,"351 Boylston St, Boston, MA 02116, USA",42.3520452,-71.0711798,,,,,,,,,,,,
3488913381,,50ft_interval,"Boylston Street, Facing East, Shelter Sign in Foreground, 12:00 P.M. to 2:30 P.M.","50 ft. Intervals, Boylston Street, Facing East, Shelter Sign in Foreground, 12:00 P.M. to 2:30 P.M.",0,,,,,,,,,,,,,,,,
3471225609,,50ft_interval,"Boylston Street, Facing East, Sidewalk with Pedestrians","50 ft. Intervals, Boylston Street, Facing East, Sidewalk with Pedestrians",0,,,,,,,,,,,,,,,,
3472041986,,50ft_interval,"Boylston Street, Facing East, Sidewalk with Pedestrians","50 ft. Intervals, Boylston Street, Facing East, Sidewalk with Pedestrians",0,,,,,,,,,,,,,,,,
3471269139,,50ft_interval,"Boylston Street, Facing East, Sidewalk with Pedestrians, Arlington Street Church in Background","50 ft. Intervals, Boylston Street, Facing East, Sidewalk with Pedestrians, Arlington Street Church in Background",1,,"351 Boylston St, Boston, MA 02116, USA",42.3520452,-71.0711798,,,,,,,,,,,,
3472049850,,50ft_interval,"Boylston Street, Facing East, Sidewalk with Pedestrians, Arlington Street Church in Background","50 ft. Intervals, Boylston Street, Facing East, Sidewalk with Pedestrians, Arlington Street Church in Background",1,,"351 Boylston St, Boston, MA 02116, USA",42.3520452,-71.0711798,,,,,,,,,,,,
3472053344,,50ft_interval,"Boylston Street, Facing East, Sidewalk with Pedestrians, Row of Parked Cars, Arlington Street Church in Background","50 ft. Intervals, Boylston Street, Facing East, Sidewalk with Pedestrians, Row of Parked Cars, Arlington Street Church in Background",0,,,,,,,,,,,,,,,,
3472055964,,50ft_interval,"Boylston Street, Facing East, Sidewalk with Pedestrians, Row of Parked Cars, Arlington Street Church in Background","50 ft. Intervals, Boylston Street, Facing East, Sidewalk with Pedestrians, Row of Parked Cars, Arlington Street Church in Background",0,,,,,,,,,,,,,,,,
3471265923,,50ft_interval,"Boylston Street, Facing East, Sidewalk with Pedestrians, Woman with Suitcase in Foreground, Arlington Street Church in Background","50 ft. Intervals, Boylston Street, Facing East, Sidewalk with Pedestrians, Woman with Suitcase in Foreground, Arlington Street Church in Background",0,,,,,,,,,,,,,,,,
3471193999,,50ft_interval,"Boylston Street, Facing West, Sidewalk with Pedestrians","50 ft. Intervals, Boylston Street, Facing West, Sidewalk with Pedestrians",0,,,,,,,,,,,,,,,,
3472002820,,50ft_interval,"Boylston Street, Facing West, Sidewalk with Pedestrians","50 ft. Intervals, Boylston Street, Facing West, Sidewalk with Pedestrians",0,,,,,,,,,,,,,,,,
3472009786,,50ft_interval,"Boylston Street, Facing West, Sidewalk with Pedestrians","50 ft. Intervals, Boylston Street, Facing West, Sidewalk with Pedestrians",0,,,,,,,,,,,,,,,,
3471215489,,50ft_interval,"Boylston Street, Facing West, Sidewalk with Pedestrians, Howard Johnson's, Boston Public Library and Old South Church in Background","50 ft. Intervals, Boylston Street, Facing West, Sidewalk with Pedestrians, Howard Johnson's, Boston Public Library and Old South Church in Background",0,,,,,,,,,,,,,,,,
3471202045,,50ft_interval,"Boylston Street, Facing West, Sidewalk with Pedestrians, Old South Church in Background","50 ft. Intervals, Boylston Street, Facing West, Sidewalk with Pedestrians, Old South Church in Background",0,,,,,,,,,,,,,,,,
3472016632,,50ft_interval,"Boylston Street, Facing West, Sidewalk with Pedestrians, Old South Church in Background","50 ft. Intervals, Boylston Street, Facing West, Sidewalk with Pedestrians, Old South Church in Background",0,,,,,,,,,,,,,,,,
3471222049,,50ft_interval,"Boylston Street, Facing West, Sidewalk with Pedestrians, The Brunswick (restaurant) at right, Old South Church in Background","50 ft. Intervals, Boylston Street, Facing West, Sidewalk with Pedestrians, The Brunswick (restaurant) at right, Old South Church in Background",0,,,,,,,,,,,,,,,,
3472023312,,50ft_interval,"Boylston Street, Facing West, Sidewalk with Pedestrians, The Brunswick (restaurant), Old South Church in Background","50 ft. Intervals, Boylston Street, Facing West, Sidewalk with Pedestrians, The Brunswick (restaurant), Old South Church in Background",0,,,,,,,,,,,,,,,,
3471917284,,50ft_interval,"Boylston Street, Looking Across Traffic to Trinity Church, 12:00 P.M. to 3:30 P.M.","50 ft. Intervals, Boylston Street, Looking Across Traffic to Trinity Church, 12:00 P.M. to 3:30 P.M.",0,,,,,,,,,,,,,,,,
3471936678,,50ft_interval,"Boylston Street, Looking Across Traffic to Trinity Church, Northwest Side, 12:00 P.M. to 3:30 P.M.","50 ft. Intervals, Boylston Street, Looking Across Traffic to Trinity Church, Northwest Side, 12:00 P.M. to 3:30 P.M.",0,,,,,,,,,,,,,,,,
3471100631,,50ft_interval,"Boylston Street, Looking Across Traffic towards Trinity Church","50 ft. Intervals, Boylston Street, Looking Across Traffic towards Trinity Church",1,,"206 Clarendon St, Boston, MA 02116, USA",42.3499893,-71.0754961,,,,,,,,,,,,
3471093613,,50ft_interval,"Boylston Street, Looking Through Traffic at Trinity Church with John Hancock Building in Background","50 ft. Intervals, Boylston Street, Looking Through Traffic at Trinity Church with John Hancock Building in Background",1,,"206 Clarendon St, Boston, MA 02116, USA",42.3499893,-71.0754961,,,,,,,,,,,,
3471128267,,50ft_interval,"Boylston Street, North Side of Trinity Church in Shadow, 12:00 P.M. to 3:30 P.M.","50 ft. Intervals, Boylston Street, North Side of Trinity Church in Shadow, 12:00 P.M. to 3:30 P.M.",0,,,,,,,,,,,,,,,,
3488909311,,50ft_interval,"Boylston Street, Sidewalk Sweeper at Right, 12:00 P.M. to 2:30 P.M.","50 ft. Intervals, Boylston Street, Sidewalk Sweeper at Right, 12:00 P.M. to 2:30 P.M.",0,,,,,,,,,,,,,,,,
3471064859,,50ft_interval,"Boylston Street, Sidewalk with Pedestrians, Boston Public Library at Right, 12:00 P.M. to 3:00 P.M.","50 ft. Intervals, Boylston Street, Sidewalk with Pedestrians, Boston Public Library at Right, 12:00 P.M. to 3:00 P.M.",1,,"700 Boylston St, Boston, MA 02116, USA",42.3494163,-71.0788284,,,,,,,,,,,,
3488918845,,50ft_interval,"Boylston Street, Sidewalk with Pedestrians, Facing East to Public Garden and Commons, 12:00 P.M. to 2:30 P.M.","50 ft. Intervals, Boylston Street, Sidewalk with Pedestrians, Facing East to Public Garden and Commons, 12:00 P.M. to 2:30 P.M.",0,,,,,,,,,,,,,,,,
3489737562,,50ft_interval,"Boylston Street, Sidewalk with Pedestrians, Facing East to Public Garden and Commons, 12:00 P.M. to 2:30 P.M.","50 ft. Intervals, Boylston Street, Sidewalk with Pedestrians, Facing East to Public Garden and Commons, 12:00 P.M. to 2:30 P.M.",0,,,,,,,,,,,,,,,,
3489717960,,50ft_interval,"Boylston Street, Sidewalk with Pedestrians, Otis Clapp & Son (pharmacy), 12:00 P.M. to 2:30 P.M.","50 ft. Intervals, Boylston Street, Sidewalk with Pedestrians, Otis Clapp & Son (pharmacy), 12:00 P.M. to 2:30 P.M.",0,,,,,,,,,,,,,,,,
3471872686,,50ft_interval,"Boylston Street, Sidewalk with Pedestrians, Taxicab at Right, 12:00 P.M. to 3:00 P.M.","50 ft. Intervals, Boylston Street, Sidewalk with Pedestrians, Taxicab at Right, 12:00 P.M. to 3:00 P.M.",0,,,,,,,,,,,,,,,,
3489721614,,50ft_interval,"Boylston Street, Sidewalk with Pedestrians, Warren Chambers Sign, 12:00 P.M. to 2:30 P.M.","50 ft. Intervals, Boylston Street, Sidewalk with Pedestrians, Warren Chambers Sign, 12:00 P.M. to 2:30 P.M.",0,,,,,,,,,,,,,,,,
3489852120,,50ft_interval,"Boylston Street, Subway Entrance at Corner of Arlington and Boylston Streets","50 ft. Intervals, Boylston Street, Subway Entrance at Corner of Arlington and Boylston Streets",1,,"Boston, MA 02108, USA",42.3529238,-71.064504,,,,,,,,,,,,
3471889582,,50ft_interval,"Boylston Street, Trinity Church with John Hancock Building in Background, 12:00 P.M. to 3:30 P.M.","50 ft. Intervals, Boylston Street, Trinity Church with John Hancock Building in Background, 12:00 P.M. to 3:30 P.M.",0,,,,,,,,,,,,,,,,
3489154353,,50ft_interval,"Clarendon Street, Facing North to Corner of Clarendon and Stuart Streets, Trinity Church in Middle Ground, 11:45 A.M. to 1:00 P.M.","50 ft. Intervals, Clarendon Street, Facing North to Corner of Clarendon and Stuart Streets, Trinity Church in Middle Ground, 11:45 A.M. to 1:00 P.M.",0,,,,,,,,,,,,,,,,
3489158593,,50ft_interval,"Clarendon Street, Facing North, Corner of Clarendon and Stuart Streets, Trinity Church in Middle Ground, 11:45 A.M. to 1:00 P.M.","50 ft. Intervals, Clarendon Street, Facing North, Corner of Clarendon and Stuart Streets, Trinity Church in Middle Ground, 11:45 A.M. to 1:00 P.M.",0,,,,,,,,,,,,,,,,
3489977028,,50ft_interval,"Clarendon Street, Facing North, Trinity Church at Left, 11:45 A.M. to 1:00 P.M.","50 ft. Intervals, Clarendon Street, Facing North, Trinity Church at Left, 11:45 A.M. to 1:00 P.M.",1,,"206 Clarendon St, Boston, MA 02116, USA",42.3499893,-71.0754961,,,,,,,,,,,,
3489979666,,50ft_interval,"Clarendon Street, Facing North, Trinity Church, 11:45 A.M. to 1:00 P.M.","50 ft. Intervals, Clarendon Street, Facing North, Trinity Church, 11:45 A.M. to 1:00 P.M.",1,,"206 Clarendon St, Boston, MA 02116, USA",42.3499893,-71.0754961,,,,,,,,,,,,
3489167413,,50ft_interval,"Clarendon Street, Facing North, Trinity Church, Southeast Side, 11:45 A.M. to 1:00 P.M.","50 ft. Intervals, Clarendon Street, Facing North, Trinity Church, Southeast Side, 11:45 A.M. to 1:00 P.M.",0,,,,,,,,,,,,,,,,
3489169873,,50ft_interval,"Clarendon Street, Facing North, Trinity Church, Southeast Side, Parking Lot, 11:45 A.M. to 1:00 P.M.","50 ft. Intervals, Clarendon Street, Facing North, Trinity Church, Southeast Side, Parking Lot, 11:45 A.M. to 1:00 P.M.",1,,"206 Clarendon St, Boston, MA 02116, USA",42.3499893,-71.0754961,,,,,,,,,,,,
3489962574,,50ft_interval,"Clarendon Street, in Shadow Facing North, Trinity Church in Background,11:45 A.M. to 1:00 P.M.","50 ft. Intervals, Clarendon Street, in Shadow Facing North, Trinity Church in Background,11:45 A.M. to 1:00 P.M.",0,,,,,,,,,,,,,,,,
3489965870,,50ft_interval,"Clarendon Street, in Shadow Facing North, Trinity Church in Middle Ground, First Baptist Church of Boston in Background, 11:45 A.M. to 1:00 P.M.","50 ft. Intervals, Clarendon Street, in Shadow Facing North, Trinity Church in Middle Ground, First Baptist Church of Boston in Background, 11:45 A.M. to 1:00 P.M.",0,,,,,,,,,,,,,,,,
3489145191,,50ft_interval,"Clarendon Street, in Shadow, Facing North, 11:45 A.M. to 1:00 P.M.","50 ft. Intervals, Clarendon Street, in Shadow, Facing North, 11:45 A.M. to 1:00 P.M.",0,,,,,,,,,,,,,,,,
3471097209,,50ft_interval,"Corner of Boylston and Dartmouth Streets, Looking Across Street to Trinity Church and Copley Square","50 ft. Intervals, Corner of Boylston and Dartmouth Streets, Looking Across Street to Trinity Church and Copley Square",1,,"206 Clarendon St, Boston, MA 02116, USA",42.3499893,-71.0754961,,,,,,,,,,,,
3489126191,,50ft_interval,"Corner of Boylston and Dartmouth Streets, Looking Across Street to Trinity Church and Copley Square","50 ft. Intervals, Corner of Boylston and Dartmouth Streets, Looking Across Street to Trinity Church and Copley Square",1,,"206 Clarendon St, Boston, MA 02116, USA",42.3499893,-71.0754961,,,,,,,,,,,,
3364822679,,50ft_interval,"Corner of Dartmouth and Boylston Streets, Boston Public Library, 9:00 A.M.","50 ft. Intervals, Corner of Dartmouth and Boylston Streets, Boston Public Library, 9:00 A.M.",1,,"700 Boylston St, Boston, MA 02116, USA",42.3494163,-71.0788284,,,,,,,,,,,,
3364822797,,50ft_interval,"Corner of Dartmouth and Boylston Streets, Boston Public Library, Subway Stop at Right, 9:05 A.M.","50 ft. Intervals, Corner of Dartmouth and Boylston Streets, Boston Public Library, Subway Stop at Right, 9:05 A.M.",1,,"700 Boylston St, Boston, MA 02116, USA",42.3494163,-71.0788284,,,,,,,,,,,,
3364823355,,50ft_interval,"Corner of Dartmouth and Newbury Streets, Bryant & Stratton School, 9:45 A.M.","50 ft. Intervals, Corner of Dartmouth and Newbury Streets, Bryant & Stratton School, 9:45 A.M.",1,,"465 Main St #400, Buffalo, NY 14203, USA",42.8865088,-78.8735264,,,,,,,,,,,,
3364974079,,50ft_interval,"Corner of Huntington Avenue and Blagden Street, Facing Trinity Church and Copley Square, Series in Snow","50 ft. Intervals, Corner of Huntington Avenue and Blagden Street, Facing Trinity Church and Copley Square, Series in Snow",0,,,,,,,,,,,,,,,,
3365760346,,50ft_interval,"Corner of Huntington Avenue and Blagden Street, in Shadow, Facing Trinity Church and Copley Square, Series on a Sunny Day, 1:00 P.M. to 2:30 P.M.","50 ft. Intervals, Corner of Huntington Avenue and Blagden Street, in Shadow, Facing Trinity Church and Copley Square, Series on a Sunny Day, 1:00 P.M. to 2:30 P.M.",0,,,,,,,,,,,,,,,,
3365014021,,50ft_interval,"Corner of Huntington Avenue and Blagden Street, Trinity Church and Copley Square, Series in Snow","50 ft. Intervals, Corner of Huntington Avenue and Blagden Street, Trinity Church and Copley Square, Series in Snow",0,,,,,,,,,,,,,,,,
3365796944,,50ft_interval,"Corner of Huntington Avenue and Blagden Street, Trinity Church and Copley Square, Series in Snow","50 ft. Intervals, Corner of Huntington Avenue and Blagden Street, Trinity Church and Copley Square, Series in Snow",0,,,,,,,,,,,,,,,,
3365797132,,50ft_interval,"Corner of Huntington Avenue and Blagden Street, Trinity Church and Copley Square, Series in Snow","50 ft. Intervals, Corner of Huntington Avenue and Blagden Street, Trinity Church and Copley Square, Series in Snow",0,,,,,,,,,,,,,,,,
3364938311,,50ft_interval,"Corner of Huntington Avenue and Blagden Street, Trinity Church and Copley Square, Series on a Sunny Day","50 ft. Intervals, Corner of Huntington Avenue and Blagden Street, Trinity Church and Copley Square, Series on a Sunny Day",0,,,,,,,,,,,,,,,,
3365761512,,50ft_interval,"Corner of Huntington Avenue and Exeter Street, Facing Northeast, Series in Snow","50 ft. Intervals, Corner of Huntington Avenue and Exeter Street, Facing Northeast, Series in Snow",0,,,,,,,,,,,,,,,,
3364865645,,50ft_interval,"Corner of Huntington Avenue and Exeter Street, Facing Northeast, Series on a Sunny Day, 1:00 P.M. to 2:30 P.M.","50 ft. Intervals, Corner of Huntington Avenue and Exeter Street, Facing Northeast, Series on a Sunny Day, 1:00 P.M. to 2:30 P.M.",0,,,,,,,,,,,,,,,,
3364865811,,50ft_interval,"Corner of Huntington Avenue and Exeter Street, Facing Northeast, Series on a Sunny Day, 1:00 P.M. to 2:30 P.M.","50 ft. Intervals, Corner of Huntington Avenue and Exeter Street, Facing Northeast, Series on a Sunny Day, 1:00 P.M. to 2:30 P.M.",0,,,,,,,,,,,,,,,,
3364822959,,50ft_interval,"Dartmouth Street, Boston Public Library and Old South Church, 9:15 A.M.","50 ft. Intervals, Dartmouth Street, Boston Public Library and Old South Church, 9:15 A.M.",1,,"645 Boylston St, Boston, MA 02116, USA",42.3502705,-71.0779719,"700 Boylston St, Boston, MA 02116, USA",42.3494163,-71.0788284,,,,,,,,,
3489172291,,50ft_interval,"Dartmouth Street, Boston Public Library Old South Church in Background, 10:30 to 11:00 A.M.","50 ft. Intervals, Dartmouth Street, Boston Public Library Old South Church in Background, 10:30 to 11:00 A.M.",1,,"645 Boylston St, Boston, MA 02116, USA",42.3502705,-71.0779719,,,,,,,,,,,,
3489174675,,50ft_interval,"Dartmouth Street, Boston Public Library Old South Church in Background, 10:30 to 11:00 A.M.","50 ft. Intervals, Dartmouth Street, Boston Public Library Old South Church in Background, 10:30 to 11:00 A.M.",1,,"645 Boylston St, Boston, MA 02116, USA",42.3502705,-71.0779719,,,,,,,,,,,,
