,FID,id,exclude,type,query,constraint,text,query_resu,heading,format0,lat0,lng0,format1,lat1,lng1,format2,lat2,lng2,format3,lat3,lng3,format4,lat4,lng4,pitch,district_1,district,node,landmark,path,edge,label_vector
12,-1,3342643682,0,frog,"Copley Square, Boylston Street",Boston,Copley Square,1,341.8348085,"560 Boylston, Boston, MA 02116, USA",42.35053299,-71.07571675, ,0,0, , , , , , , , , ,34.68522891,4,1,1,1,1,0,11110
13,-1,3342643782,0,frog,"Copley Square, Boylston Street",Boston,Copley Square,1,341.3713353,"560 Boylston, Boston, MA 02116, USA",42.35027129,-71.07666244, ,0,0, , , , , , , , , ,40.58633654,4,1,1,1,1,0,11110
14,-1,3342643862,0,frog,"Copley Square, Boylston Street",Boston,Copley Square,1,325.0558868,"560 Boylston, Boston, MA 02116, USA",42.35032584,-71.07646708, ,0,0, , , , , , , , , ,40.70867359,6,1,1,1,1,0,11110
15,-1,3342643942,0,frog,"Copley Square, Boylston Street",Boston,Copley Square,1,335.1469998,"560 Boylston, Boston, MA 02116, USA",42.35034262,-71.07640713, ,0,0, , , , , , , , , ,34.9498132,6,1,1,1,1,0,11110
16,-1,3342644116,0,frog,"Copley Square, Boylston Street",Boston,Copley Square,1,341.1214353,"560 Boylston, Boston, MA 02116, USA",42.35020266,-71.07690158, ,0,0, , , , , , , , , ,22.85913977,3,1,1,1,1,0,11110
17,-1,3342644246,0,frog,"Copley Square, Boylston Street",Boston,Copley Square,1,5.97080694,"560 Boylston, Boston, MA 02116, USA",42.35034262,-71.07640713, ,0,0, , , , , , , , , ,26.3633405,6,1,1,1,1,0,11110
18,-1,3342644296,0,frog,"Copley Square, Boylston Street",Boston,Copley Square,1,345.218042,"Copley Square, Boston, MA 02116, USA",42.35043504,-71.07606593, ,0,0, , , , , , , , , ,27.1048806,7,1,1,1,1,0,11110
19,-1,3342644356,0,frog,"Copley Square, Boylston Street",Boston,Copley Square,1,345.218042,"Copley Square, Boston, MA 02116, USA",42.35027129,-71.07666244, ,0,0, , , , , , , , , ,27.1048806,4,1,1,1,1,0,11110
20,-1,3342644420,0,frog,"Copley Square, Boylston Street",Boston,Copley Square,1,331.506294,"Copley Square, Boston, MA 02116, USA",42.35043504,-71.07606593, ,0,0, , , , , , , , , ,32.78048458,7,1,1,1,1,0,11110
21,-1,3342644936,0,frog,"Copley Square, Boylston Street",Boston,Copley Square,1,331.506294,"560 Boylston, Boston, MA 02116, USA",42.35020266,-71.07690158, ,0,0, , , , , , , , , ,32.78048458,3,1,1,1,1,0,11110
22,-1,3342645044,0,frog,"Copley Square, Boylston Street",Boston,Copley Square,1,331.506294,"560 Boylston, Boston, MA 02116, USA",42.3499239,-71.0761075, ,0,0, , , , , , , , , ,32.78048458,0,0,1,0,0,0,01000
23,-1,3342645442,0,frog,Boston Public Library Copley Square,Boston,Copley Square,1,254.554263,"700 Boylston St, Boston, MA 02116, USA",42.34962306,-71.07711263,"35 Harvard Ave, Hyde Park, MA 02136, USA",42.2569909,-71.1220818, , , , , , , , , ,19.2317889,0,0,1,0,1,0,01010
24,-1,3342645516,0,frog,"Copley Square, Boylston Street",Boston,Copley Square,1,340.4802396,"560 Boylston, Boston, MA 02116, USA",42.3502363,-71.07678556, ,0,0, , , , , , , , , ,26.38297501,4,1,1,1,1,0,11110
25,-1,3346182527,0,frog,Boston Public Library Copley Square,Boston,Copley Square,1,252.5772631,"Copley Square, Boston, MA 02116, USA",42.34976897,-71.07718311, ,0,0, , , , , , , , , ,19.5305186,0,0,1,0,1,0,01010
26,-1,3347018754,0,frog,Boston Public Library Copley Square,Boston,Copley Square,1,252.6667915,"700 Boylston St, Boston, MA 02116, USA",42.3494976,-71.07704963, ,0,0, , , , , , , , , ,15.79266315,0,0,1,0,1,0,01010
27,-1,3364819565,0,frog,Boylston Street and Exeter Street,Boston,Copley Square,1,317.5552957, ,42.34967248,-71.0789349, ,0,0, , , , , , , , , ,29.7851722,4,1,1,1,1,0,11110
28,-1,3364822047,0,50ft_interval,Corner of Dartmouth and Newbury Streets,Boston, ,1,87.46701207,"Newbury St & Dartmouth St, Boston, MA 02116, USA",42.35094293,-71.07775859, ,0,0, , , , , , , , , ,5.838296033,4,1,0,1,1,0,10110
29,-1,3364822163,0,50ft_interval,Dartmouth Street,Boston,Copley Square,1,320.1904685,"Dartmouth St, Boston, MA 02116, USA",42.34896945,-71.07679906, ,0,0, , , , , , , , , ,7.253358581,0,0,1,0,1,0,01010
30,-1,3364822543,0,50ft_interval,Dartmouth Street,Boston,Copley Square,1,334.0586818,"Dartmouth St, Boston, MA 02116, USA",42.34856255,-71.0766019, ,0,0, , , , , , , , , ,7.160565205,0,0,1,0,1,0,01010
31,-1,3364822679,0,50ft_interval,Corner of Boylston and Dartmouth Streets,Boston,Copley Square,1,210.4391038,"Dartmouth St & Boylston St, Boston, MA 02116, USA",42.35010061,-71.07734566, ,0,0, , , , , , , , , ,9.851173092,2,1,1,1,1,0,11110
32,-1,3364822797,0,50ft_interval,Corner of Boylston and Dartmouth Streets,Boston,Copley Square,1,210.4391038,"Dartmouth St & Boylston St, Boston, MA 02116, USA",42.35010061,-71.07734566, ,0,0, , , , , , , , , ,9.851173092,2,1,1,1,1,0,11110
33,-1,3364822959,0,50ft_interval,"Boston Public Library, Dartmouth Street",Boston, ,1,205.738354,"700 Boylston St, Boston, MA 02116, USA",42.35045309,-71.07751652,"700 Boylston St, Boston, MA 02116, USA",42.3494163,-71.0788284, , , , , , , , , ,6.470117695,5,1,0,1,1,0,10110
34,-1,3364823237,0,50ft_interval,"Dartmouth Street, Old South Church",Boston, ,1,187.2854669,"645 Boylston St, Boston, MA 02116, USA",42.35094293,-71.07775859, ,0,0, , , , , , , , , ,7.290101337,4,1,0,1,1,0,10110
35,-1,3364823355,0,50ft_interval,Corner of Dartmouth and Newbury Streets,Boston, ,1,187.8524252,"Newbury St & Dartmouth St, Boston, MA 02116, USA",42.35089112,-71.07773531, ,0,0, , , , , , , , , ,4.094503884,4,1,0,1,1,0,10110
36,-1,3364848803,0,50ft_interval,Dartmouth Street,Boston, ,1,182.5058619,"Dartmouth St, Boston, MA 02116, USA",42.35126591,-71.07791336, ,0,0, , , , , , , , , ,0.193384028,6,1,0,1,1,0,10110
37,-1,3364848947,0, ,Dartmouth Street and Commenwealth Avenue,Boston, ,1,148.7728433,"Commonwealth Avenue & Dartmouth St, Boston, MA 02116, USA",42.35188723,-71.07825698,"Dartmouth St & Commonwealth Avenue, Boston, MA 02116, USA",42.3520481,-71.078299, , , , , , , , , ,7.881214035,0,0,0,0,1,0,00010
38,-1,3364849099,0, ,Dartmouth Street and Commenwealth Avenue,Boston, ,1,148.7728433,"Commonwealth Avenue & Dartmouth St, Boston, MA 02116, USA",42.3520401,-71.07833424,"Dartmouth St & Commonwealth Avenue, Boston, MA 02116, USA",42.3520481,-71.078299, , , , , , , , , ,7.881214035,2,1,0,1,1,0,10110
39,-1,3364849255,0, ,Dartmouth Street and Commenwealth Avenue,Boston, ,1,165.6750215,"Commonwealth Avenue & Dartmouth St, Boston, MA 02116, USA",42.35140341,-71.07798315,"Dartmouth St & Commonwealth Avenue, Boston, MA 02116, USA",42.3520481,-71.078299, , , , , , , , , ,7.406786685,6,1,0,1,1,0,10110
40,-1,3364849813,0,50ft_interval,Corner of Huntington Avenue and Exeter Street,Boston,Copley Square,1,57.05909451,"Huntington Ave & Blagden St, Boston, MA 02116, USA",42.34797645,-71.07881144,"Blagden St & Huntington Ave, Boston, MA 02116, USA",42.349144,-71.0773257, , , , , , , , , ,8.711660508,0,0,1,0,1,0,01010
41,-1,3364850253,0, ,"Dartmouth Street, Copley Square",Boston,Copley Square,1,160.446725,"Dartmouth St, Boston, MA 02116, USA",42.34941337,-71.07700782, ,0,0, , , , , , , , , ,8.124538002,0,0,1,0,1,0,01010
42,-1,3364865499,0,50ft_interval,Corner of Huntington Avenue and Exeter Street,Boston,Copley Square,1,42.41795009,"Exeter St & Huntington Ave, Boston, MA 02116, USA",42.34791718,-71.07875405, ,0,0, , , , , , , , , ,8.358990477,0,0,1,0,1,0,01010
43,-1,3364865645,0,50ft_interval,Corner of Huntington Avenue and Exeter Street,Boston,Copley Square,1,50.01010527, ,42.34791718,-71.07875405, ,0,0, , , , , , , , , ,6.486527574,0,0,1,0,1,0,01010
44,-1,3364865811,0,50ft_interval,Corner of Huntington Avenue and Exeter Street,Boston,Copley Square,1,50.01010527,"Exeter St & Huntington Ave, Boston, MA 02116, USA",42.34791718,-71.07875405, ,0,0, , , , , , , , , ,6.486527574,0,0,1,0,1,0,01010
45,-1,3364865831,0,frog,Boylston Street and Exeter Street,Boston,Copley Square,1,6.971642132,"Exeter St & Boylston St, Boston, MA 02116, USA",42.34964055,-71.07906283, ,0,0, , , , , , , , , ,35.49698386,2,1,1,1,1,0,11110
46,-1,3364866027,0,50ft_interval,"Huntington Avenue, Copley Hotel",Boston,Copley Square,1,47.20577636,"47 Huntington Ave, Boston, MA 02116, USA",42.34836692,-71.07829454, ,0,0, , , , , , , , , ,6.338559785,0,0,1,0,1,0,01010
47,-1,3364866181,0,50ft_interval,Huntington Avenue and Storyville Bar,Boston,Copley Square,1,56.39986103,"Huntington Ave, Boston, MA, USA",42.34778811,-71.07891034, ,0,0, , , , , , , , , ,8.295208586,0,0,1,0,1,0,01010
48,-1,3364866469,0,50ft_interval,"Huntington Avenue, Trinity Church",Boston,Copley Square,1,53.08303973, ,42.34843215,-71.07821544, ,0,0, , , , , , , , , ,3.581733404,0,0,1,0,1,0,01010
49,-1,3364880019,0,frog,Boylston Street and Exeter Street,Boston,Copley Square,1,0,"Exeter St & Boylston St, Boston, MA 02116, USA",42.349507,-71.0794992, ,0,0, , , , , , , , , ,0,2,1,1,1,1,0,11110
50,-1,3364888471,0,frog,Boylston Street and Exeter Street,Boston,Copley Square,1,357.8928489, ,42.34980386,-71.07841461, ,0,0, , , , , , , , , ,17.92936965,7,1,1,1,1,0,11110
51,-1,3364938311,0,50ft_interval,Corner of Huntington Avenue and Blagden Street,Boston,Copley Square,1,55.12109325,"Blagden St & Huntington Ave, Boston, MA 02116, USA",42.34901436,-71.07723836, ,0,0, , , , , , , , , ,7.200681017,0,0,1,0,1,0,01010
52,-1,3364938437,0,50ft_interval,"Huntington Avenue, Trinity Church",Boston,Copley Square,1,50.61796309,"206 Clarendon St, Boston, MA 02116, USA",42.3491425,-71.07709923, ,0,0, , , , , , , , , ,4.334330193,0,0,1,0,1,0,01010
53,-1,3364938707,0,50ft_interval,"Huntington Avenue, Trinity Church",Boston,Copley Square,1,84.22881595,"206 Clarendon St, Boston, MA 02116, USA",42.34966956,-71.07713529, ,0,0, , , , , , , , , ,6.806252062,0,0,1,0,1,0,01010
54,-1,3364973271,0,50ft_interval,"Huntington Avenue, Trinity Church",Boston,Copley Square,1,44.5138364,"206 Clarendon St, Boston, MA 02116, USA",42.34827284,-71.07840398, ,0,0, , , , , , , , , ,2.829451354,0,0,1,0,1,0,01010
55,-1,3364973441,0,50ft_interval,"Huntington Avenue, Trinity Church",Boston,Copley Square,1,44.5138364,"206 Clarendon St, Boston, MA 02116, USA",42.34836692,-71.07829454, ,0,0, , , , , , , , , ,2.829451354,0,0,1,0,1,0,01010
56,-1,3364973751,0,50ft_interval,"Huntington Avenue, Trinity Church",Boston,Copley Square,1,44.5138364,"206 Clarendon St, Boston, MA 02116, USA",42.34827284,-71.07840398, ,0,0, , , , , , , , , ,2.829451354,0,0,1,0,1,0,01010
57,-1,3364974079,0,50ft_interval,Corner of Huntington Avenue and Blagden Street,Boston,Copley Square,1,47.35782421,"Blagden St & Huntington Ave, Boston, MA 02116, USA",42.34877227,-71.07780201, ,0,0, , , , , , , , , ,10.41849621,0,0,1,0,1,0,01010
58,-1,3364974247,0,50ft_interval,Corner of Huntington Avenue and Blagden Street,Boston,Copley Square,1,47.35782421,"Huntington Ave & Blagden St, Boston, MA 02116, USA",42.34913786,-71.07732273,"Blagden St & Huntington Ave, Boston, MA 02116, USA",42.349144,-71.0773257, , , , , , , , , ,10.41849621,0,0,1,0,1,0,01010
59,-1,3365014021,0,50ft_interval,Corner of Huntington Avenue and Blagden Street,Boston,Copley Square,1,56.42079004,"Blagden St & Huntington Ave, Boston, MA 02116, USA",42.3489056,-71.07763863, ,0,0, , , , , , , , , ,10.89198813,0,0,1,0,1,0,01010
60,-1,3365014157,0,50ft_interval,"Huntington Avenue, Trinity Church",Boston,Copley Square,1,76.0858958, ,42.34966956,-71.07713529, ,0,0, , , , , , , , , ,8.38958921,0,0,1,0,1,0,01010
61,-1,3365014513,0, ,Huntington Avenue and Blagden Street,Boston,Copley Square,1,238.9031946,"Blagden St & Huntington Ave, Boston, MA 02116, USA",42.3491425,-71.07709923, ,0,0, , , , , , , , , ,6.525626476,0,0,1,0,1,0,01010
62,-1,3365044623,0, ,Central Square,Cambridge, ,1,32.7380156,"Central Square, Boston, MA 02128, USA",42.36497768,-71.10303935, ,0,0, , , , , , , , , ,20.54604081,0,0,0,0,0,0,00000
63,-1,3365044793,0, ,Central Square,Cambridge, ,1,127.1097616,"Central Square, Boston, MA 02128, USA",42.36528733,-71.10355469, ,0,0, , , , , , , , , ,2.202047659,0,0,0,0,0,0,00000
64,-1,3365044969,0, ,Essex Street and Massachusetts Avenue,Cambridge, ,1,122.1771304,"Massachusetts Ave, Boston, MA, USA",42.36572375,-71.10429065,"Massachusetts Ave, Boston, MA, USA",42.3367129,-71.0771654, , , , , , , , , ,6.326982033,0,0,0,0,0,0,00000
65,-1,3365045203,0, ,Central Square,Cambridge, ,1,45.60404593,"Central Square, Boston, MA 02128, USA",42.36492849,-71.10295678, ,0,0, , , , , , , , , ,10.82182833,0,0,0,0,0,0,00000
66,-1,3365045365,0, ,Central Square,Cambridge, ,1,37.85129677,"Central Square, Boston, MA 02128, USA",42.36472859,-71.10264697, ,0,0, , , , , , , , , ,9.160671946,0,0,0,0,0,0,00000
67,-1,3365045517,0, ,Central Square,Cambridge, ,1,175.7526717,"Central Square, Boston, MA 02128, USA",42.36566909,-71.10395924, ,0,0, , , , , , , , , ,8.779181526,0,0,0,0,0,0,00000
68,-1,3365046231,0,50ft_interval,Newbury Street,Boston, ,1,250.6252269,"Newbury St, Boston, MA, USA",42.35233106,-71.07245434, ,0,0, , , , , , , , , ,6.727185921,9,1,0,1,1,0,10110
69,-1,3365057001,0,50ft_interval,Newbury Street,Boston, ,1,251.0852217,"Newbury St, Boston, MA, USA",42.35224067,-71.07280091, ,0,0, , , , , , , , , ,12.3899604,13,1,0,1,1,0,10110
70,-1,3365057205,0,50ft_interval,Newbury Street,Boston, ,1,250.5067255,"Newbury St, Boston, MA, USA",42.35229973,-71.07257364, ,0,0, , , , , , , , , ,5.709350077,12,1,0,1,1,0,10110
71,-1,3365058069,0,50ft_interval,Newbury Street,Boston, ,1,75.76776882,"Newbury St, Boston, MA, USA",42.35197124,-71.07386015, ,0,0, , , , , , , , , ,5.273736963,2,1,0,1,1,0,10110
72,-1,3365058209,0, ,Newbury Street,Boston, ,1,336.7202588, ,42.35113264,-71.07685275, ,0,0, , , , , , , , , ,12.17989387,16,1,0,1,1,0,10110
73,-1,3365090671,0, ,Newbury Street,Boston, ,1,22.82343884,"Newbury St, Boston, MA, USA",42.34853303,-71.08647979, ,0,0, , , , , , , , , ,11.46426698,0,0,0,0,1,0,00010
74,-1,3365090839,0, ,"Ritz-Carlton, Newbury Street",Boston, ,1,341.9076191,"Newbury St, Boston, MA, USA",42.35252657,-71.0717, ,0,0, , , , , , , , , ,36.09206623,9,1,0,1,1,0,10110
75,-1,3365108127,0, ,Newbury Street,Boston, ,1,154.9259853,"Newbury St, Boston, MA, USA",42.35210575,-71.07331604, ,0,0, , , , , , , , , ,15.93777667,6,1,0,1,1,0,10110
76,-1,3365108451,0, ,Newbury Street,Boston, ,1,162.1839875, ,42.35224067,-71.07280091, ,0,0, , , , , , , , , ,0.019492451,13,1,0,1,1,0,10110
77,-1,3365109049,0, ,Newbury Street,Boston, ,1,166.3572322,"Newbury St, Boston, MA, USA",42.3523605,-71.0723363, ,0,0, , , , , , , , , ,17.8369244,9,1,0,1,1,0,10110
78,-1,3365543190,0,frog,Boston Public Library Copley Square,Boston,Copley Square,1,240.1037265,"700 Boylston St, Boston, MA 02116, USA",42.34996995,-71.07728117, ,0,0, , , , , , , , , ,7.599884441,0,0,1,0,1,0,01010
79,-1,3365643592,0,50ft_interval,Dartmouth Street,Boston,Copley Square,1,337.4213124, ,42.34856255,-71.0766019, ,0,0, , , , , , , , , ,-1.349127919,0,0,1,0,1,0,01010
80,-1,3365644288,0,50ft_interval,"Dartmouth Street, Old South Church",Boston, ,1,187.4749143,"645 Boylston St, Boston, MA 02116, USA",42.35088806,-71.07775905, ,0,0, , , , , , , , , ,3.548280209,4,1,0,1,1,0,10110
81,-1,3365664462,0,frog,Boylston Street  and Exeter Street,Boston,Copley Square,1,3.72655245,"Exeter St & Boylston St, Boston, MA 02116, USA",42.3495757,-71.07930961, ,0,0, , , , , , , , , ,31.10257578,2,1,1,1,1,0,11110
82,-1,3365670404,0,50ft_interval,Dartmouth Street,Boston, ,1,193.6646469,"Dartmouth St, Boston, MA 02116, USA",42.35126591,-71.07791336, ,0,0, , , , , , , , , ,3.925893677,6,1,0,1,1,0,10110
83,-1,3365671348,0,50ft_interval,Huntington Avenue,Boston,Copley Square,1,44.84470958,"Huntington Ave, Boston, MA, USA",42.34788511,-71.07882718, ,0,0, , , , , , , , , ,6.441279139,0,0,1,0,1,0,01010
84,-1,3365671510,0,50ft_interval,Huntington Avenue,Boston,Copley Square,1,44.84470958,"Huntington Ave, Boston, MA, USA",42.34797645,-71.07881144, ,0,0, , , , , , , , , ,6.441279139,0,0,1,0,1,0,01010
85,-1,3365671948,0,50ft_interval,Dartmouth Street,Boston, ,1,177.7640655,"Dartmouth St, Boston, MA 02116, USA",42.35104265,-71.0778057, ,0,0, , , , , , , , , ,12.67798387,4,1,0,1,1,0,10110
86,-1,3365688500,0,50ft_interval,"Huntington Avenue, Trinity Church",Boston,Copley Square,1,52.94446534,"206 Clarendon St, Boston, MA 02116, USA",42.34913786,-71.07732273, ,0,0, , , , , , , , , ,8.599260785,0,0,1,0,1,0,01010
87,-1,3365688766,0,50ft_interval,"Huntington Avenue, Trinity Church",Boston,Copley Square,1,55.29634029,"206 Clarendon St, Boston, MA 02116, USA",42.3491425,-71.07709923, ,0,0, , , , , , , , , ,4.060913462,0,0,1,0,1,0,01010
88,-1,3365688878,0,50ft_interval,"Huntington Avenue, Trinity Church",Boston,Copley Square,1,43.19329948,"206 Clarendon St, Boston, MA 02116, USA",42.3491425,-71.07709923, ,0,0, , , , , , , , , ,0.141347142,0,0,1,0,1,0,01010
89,-1,3365689012,0,50ft_interval,Corner of Huntington Avenue and Blagden Street,Boston,Copley Square,1,61.90186085,"Huntington Ave & Blagden St, Boston, MA 02116, USA",42.34913786,-71.07732273,"Blagden St & Huntington Ave, Boston, MA 02116, USA",42.349144,-71.0773257, , , , , , , , , ,4.425180741,0,0,1,0,1,0,01010
90,-1,3365753508,0,frog,Boylston Street and Exeter Street,Boston,Copley Square,1,334.5497079,"Exeter St & Boylston St, Boston, MA 02116, USA",42.34974959,-71.07862686, ,0,0, , , , , , , , , ,24.95083687,7,1,1,1,1,0,11110
91,-1,3365760346,0,50ft_interval,Corner of Huntington Avenue and Blagden Street,Boston,Copley Square,1,52.22970312, ,42.34901436,-71.07723836, ,0,0, , , , , , , , , ,8.068466327,0,0,1,0,1,0,01010
92,-1,3365760772,0,50ft_interval,"Huntington Avenue, Trinity Church",Boston,Copley Square,1,76.75470354,"206 Clarendon St, Boston, MA 02116, USA",42.34976897,-71.07718311, ,0,0, , , , , , , , , ,6.868623963,0,0,1,0,1,0,01010
93,-1,3365761050,0,50ft_interval,Corner of Huntington Avenue and Blagden Street,Boston,Copley Square,1,58.27978055,"Huntington Ave & Blagden St, Boston, MA 02116, USA",42.34913786,-71.07732273,"Blagden St & Huntington Ave, Boston, MA 02116, USA",42.349144,-71.0773257, , , , , , , , , ,10.73792517,0,0,1,0,1,0,01010
94,-1,3365761174,0,50ft_interval,Huntington Avenue,Boston,Copley Square,1,52.06510814,"Huntington Ave, Boston, MA, USA",42.34793524,-71.07881149, ,0,0, , , , , , , , , ,2.189954975,0,0,1,0,1,0,01010
95,-1,3365761334,0,50ft_interval,Corner of Huntington Avenue and Exeter Street,Boston,Copley Square,1,44.01118987,"Huntington Ave & Blagden St, Boston, MA 02116, USA",42.34791718,-71.07875405,"Blagden St & Huntington Ave, Boston, MA 02116, USA",42.349144,-71.0773257, , , , , , , , , ,11.46462171,0,0,1,0,1,0,01010
96,-1,3365761512,0,50ft_interval,Corner of Huntington Avenue and Exeter Street,Boston,Copley Square,1,46.33380135,"Exeter St & Huntington Ave, Boston, MA 02116, USA",42.34791718,-71.07875405, ,0,0, , , , , , , , , ,8.058414604,0,0,1,0,1,0,01010
97,-1,3365761694,0,50ft_interval,"Huntington Avenue, Copley Hotel",Boston,Copley Square,1,36.77455902,"47 Huntington Ave, Boston, MA 02116, USA",42.34817004,-71.07851436, ,0,0, , , , , , , , , ,10.65529768,0,0,1,0,1,0,01010
98,-1,3365795426,0,50ft_interval,Huntington Avenue,Boston,Copley Square,1,36.77455902,"Huntington Ave, Boston, MA, USA",42.34807994,-71.07860068, ,0,0, , , , , , , , , ,10.65529768,0,0,1,0,1,0,01010
99,-1,3365795886,0,50ft_interval,"Huntington Avenue, Trinity Church",Boston,Copley Square,1,44.48654441,"206 Clarendon St, Boston, MA 02116, USA",42.34817004,-71.07851436, ,0,0, , , , , , , , , ,2.892730108,0,0,1,0,1,0,01010
100,-1,3365796750,0,50ft_interval,"Huntington Avenue, Trinity Church",Boston,Copley Square,1,74.63340638,"206 Clarendon St, Boston, MA 02116, USA",42.34962306,-71.07711263, ,0,0, , , , , , , , , ,5.813041659,0,0,1,0,1,0,01010
101,-1,3365796944,0,50ft_interval,Corner of Huntington Avenue and Blagden Street,Boston,Copley Square,1,74.63340638,"Blagden St & Huntington Ave, Boston, MA 02116, USA",42.34913786,-71.07732273, ,0,0, , , , , , , , , ,5.813041659,0,0,1,0,1,0,01010
102,-1,3365797132,0,50ft_interval,Corner of Huntington Avenue and Blagden Street,Boston,Copley Square,1,74.63340638,"Blagden St & Huntington Ave, Boston, MA 02116, USA",42.34913786,-71.07732273, ,0,0, , , , , , , , , ,5.813041659,0,0,1,0,1,0,01010
103,-1,3365836310,0,50ft_interval,"Huntington Avenue, Trinity Church",Boston,Copley Square,1,74.63340638,"206 Clarendon St, Boston, MA 02116, USA",42.34941337,-71.07700782, ,0,0, , , , , , , , , ,5.813041659,0,0,1,0,1,0,01010
104,-1,3365836442,0, ,Huntington Avenue and Blagden Street,Boston,Copley Square,1,250.093552,"Blagden St & Huntington Ave, Boston, MA 02116, USA",42.3491425,-71.07709923, ,0,0, , , , , , , , , ,4.719867152,0,0,1,0,1,0,01010
105,-1,3365836732,0,50ft_interval,Corner of Huntington Avenue and Blagden Street,Boston,Copley Square,1,52.83838883,"Huntington Ave & Blagden St, Boston, MA 02116, USA",42.34913786,-71.07732273,"Blagden St & Huntington Ave, Boston, MA 02116, USA",42.349144,-71.0773257, , , , , , , , , ,13.57022069,0,0,1,0,1,0,01010
106,-1,3365836864,0, ,Essex Street and Massachusetts Avenue,Cambridge, ,1,10.08395151,"Massachusetts Ave, Boston, MA, USA",42.36487088,-71.10285993,"Massachusetts Ave, Boston, MA, USA",42.3367129,-71.0771654, , , , , , , , , ,10.57496955,0,0,0,0,0,0,00000
107,-1,3365837100,0, ,Essex Street and Massachusetts Avenue,Cambridge, ,1,85.83067895,"Massachusetts Ave, Boston, MA, USA",42.36521845,-71.10344478,"Massachusetts Ave, Boston, MA, USA",42.3367129,-71.0771654, , , , , , , , , ,1.275110386,0,0,0,0,0,0,00000
108,-1,3365837260,0, ,Essex Street and Massachusetts Avenue,Cambridge, ,1,16.81741661,"Massachusetts Ave, Boston, MA, USA",42.36506466,-71.10318826,"Massachusetts Ave, Boston, MA, USA",42.3367129,-71.0771654, , , , , , , , , ,0.705617268,0,0,0,0,0,0,00000
109,-1,3365837444,0, ,Essex Street and Massachusetts Avenue,Cambridge, ,1,16.81741661,"Massachusetts Ave, Boston, MA, USA",42.36506466,-71.10318826,"Massachusetts Ave, Boston, MA, USA",42.3367129,-71.0771654, , , , , , , , , ,0.705617268,0,0,0,0,0,0,00000
110,-1,3365867384,0, ,Central Square,Cambridge, ,1,294.6010227,"Central Square, Boston, MA 02128, USA",42.36542782,-71.10379108, ,0,0, , , , , , , , , ,4.903298489,0,0,0,0,0,0,00000
